source,original_skill,canonical_skill,similarity_score,mapping_method,status
Jobs,integration management,integration management,1.0,exact,accepted
Jobs,integration patterns,integration patterns,1.0,exact,accepted
Jobs,intelligence gathering,intelligence gathering,1.0,exact,accepted
Jobs,intellij,intellij,1.0,exact,accepted
Jobs,interaction design,interaction design,1.0,exact,accepted
Jobs,interface builder,interface builder,1.0,exact,accepted
Course,intermediate  specialization  3 - 6 months,intermediate  specialization  3 - 6 months,1.0,exact,accepted
Jobs,internet technologies,internet technologies,1.0,exact,accepted
Jobs,interviewing smes,interviewing smes,1.0,exact,accepted
Jobs,intro nlp,intro nlp,1.0,exact,accepted
Jobs,intro to machine learning,machine learning basics,0.8192,semantic,review
Jobs,intro to ml,intro to ml,1.0,exact,accepted
Jobs,intro to monitoring (prometheus/grafana),"basic monitoring (nagios, grafana)",0.711,semantic,review
Jobs,intro to nlp,intro nlp,0.9526,semantic,accepted
Jobs,introduction to cloud platforms,introduction to cloud platforms,1.0,exact,accepted
Jobs,introduction to penetration testing,penetration testing,0.8822,semantic,accepted
Jobs,introductory data science,introductory data science,1.0,exact,accepted
Jobs,introductory docker/kubernetes knowledge,docker/kubernetes,0.8749,semantic,accepted
Jobs,introductory machine learning,machine learning basics,0.8504,semantic,accepted
Jobs,introductory microservices knowledge,introductory microservices knowledge,1.0,exact,accepted
Jobs,introductory ml,intro to ml,0.8946,semantic,accepted
Jobs,introductory nlp,intro nlp,0.8085,semantic,review
Jobs,introductory node.js knowledge,node.js,0.7788,semantic,review
Jobs,introductory penetration testing,penetration testing,0.9,semantic,accepted
Jobs,introductory security awareness,security compliance,0.9068,semantic,accepted
Jobs,intrusion detection,intrusion detection,1.0,exact,accepted
Course,invalid,invalid,1.0,exact,accepted
Jobs,inventory management,inventory management,1.0,exact,accepted
Course,inventory management,inventory management,1.0,exact,accepted
Jobs,investment management,investment management,1.0,exact,accepted
Course,investment management,investment management,1.0,exact,accepted
Jobs,invision,invision,1.0,exact,accepted
Jobs,ios,ios,1.0,exact,accepted
Jobs,ios sdk,ios sdk,1.0,exact,accepted
Jobs,ios/android sdks,ios/android sdks,1.0,exact,accepted
Course,iot,iot,1.0,exact,accepted
Jobs,iot architecture,iot architecture,1.0,exact,accepted
Jobs,iot architecture and deployment,iot architecture and deployment,1.0,exact,accepted
Jobs,iot architecture and design,iot architecture,0.9205,semantic,accepted
Jobs,iot architecture design,iot architecture,0.9222,semantic,accepted
Jobs,iot basics,iot basics,1.0,exact,accepted
Jobs,iot platforms,iot platforms,1.0,exact,accepted
Jobs,iot system architecture,iot architecture,0.9512,semantic,accepted
Jobs,ipv6 basics,ipv6 basics,1.0,exact,accepted
Jobs,iso 27001 basics,iso 27001 basics,1.0,exact,accepted
Jobs,istio,istio,1.0,exact,accepted
Jobs,it analysis,it analysis,1.0,exact,accepted
Jobs,it auditing,it auditing,1.0,exact,accepted
Jobs,it consulting,it consulting,1.0,exact,accepted
Jobs,it infrastructure,it infrastructure,1.0,exact,accepted
Jobs,it management,it management,1.0,exact,accepted
Jobs,it program management,it management,0.8672,semantic,accepted
Jobs,it strategy,it strategy,1.0,exact,accepted
Jobs,it support,it support,1.0,exact,accepted
Jobs,iterative prompt design,prompt optimization,0.812,semantic,review
Jobs,iterative prompt optimization,prompt optimization,0.8991,semantic,accepted
Jobs,itil,itil,1.0,exact,accepted
Jobs,j2ee,j2ee,1.0,exact,accepted
Jobs,jacoco,jacoco,1.0,exact,accepted
OBE,jaringan komputer,jaringan komputer,1.0,exact,accepted
OBE,java,java,1.0,exact,accepted
Jobs,java,java,1.0,exact,accepted
Course,java,java,1.0,exact,accepted
Jobs,java advanced,advanced java,0.9663,semantic,accepted
Jobs,java apis,java apis,1.0,exact,accepted
Jobs,java basics,java basics,1.0,exact,accepted
Jobs,java collections,java collections,1.0,exact,accepted
Jobs,java fundamentals,java fundamentals,1.0,exact,accepted
Jobs,java i/o,java i/o,1.0,exact,accepted
Jobs,java scripting,java scripting,1.0,exact,accepted
Jobs,java testing,java testing,1.0,exact,accepted
Jobs,java/scala,scala,0.8646,semantic,accepted
Jobs,javascript,javascript,1.0,exact,accepted
Course,javascript,javascript,1.0,exact,accepted
Jobs,javascript (es6+),javascript es6+,0.9729,semantic,accepted
Jobs,javascript advanced,advanced javascript,0.9703,semantic,accepted
Jobs,javascript basics,javascript,0.8654,semantic,accepted
Jobs,javascript es6+,javascript es6+,1.0,exact,accepted
Jobs,javascript expert,javascript expert,1.0,exact,accepted
Jobs,javascript fundamentals,javascript fundamentals,1.0,exact,accepted
Jobs,javascript/typescript,typescript,0.8931,semantic,accepted
Jobs,jcl,jcl,1.0,exact,accepted
Jobs,jdbc,jdbc,1.0,exact,accepted
Jobs,jenkins,jenkins,1.0,exact,accepted
Jobs,jenkins basics,jenkins,0.8177,semantic,review
Jobs,jenkins/github actions,jenkins/github actions,1.0,exact,accepted
Jobs,"jest, cypress","jest, cypress",1.0,exact,accepted
Jobs,"jest, cypress, mocha","jest, cypress",0.8475,semantic,review
Jobs,"jest, mocha, cypress","jest, cypress",0.8536,semantic,accepted
Jobs,jetpack,jetpack,1.0,exact,accepted
Jobs,jfrog cli,jfrog cli,1.0,exact,accepted
Jobs,jira,jira,1.0,exact,accepted
Course,jira,jira,1.0,exact,accepted
Jobs,jmeter,jmeter,1.0,exact,accepted
Jobs,jmeter basics,jmeter,0.9205,semantic,accepted
Course,journalism,journalism,1.0,exact,accepted
Jobs,journey mapping,journey mapping,1.0,exact,accepted
Jobs,jpa,jpa,1.0,exact,accepted
Jobs,jquery,jquery,1.0,exact,accepted
Jobs,js,js,1.0,exact,accepted
OBE,json,json,1.0,exact,accepted
Jobs,json,json,1.0,exact,accepted
Jobs,json handling,json handling,1.0,exact,accepted
Jobs,jsp,jsp,1.0,exact,accepted
Jobs,junit,junit,1.0,exact,accepted
Jobs,junit basics,junit basics,1.0,exact,accepted
Jobs,jupyter,jupyter,1.0,exact,accepted
Jobs,jupyter notebook,jupyter notebook,1.0,exact,accepted
Jobs,jvm internals,jvm internals,1.0,exact,accepted
Jobs,kafka,kafka,1.0,exact,accepted
OBE,kanban,kanban,1.0,exact,accepted
Jobs,kanban,kanban,1.0,exact,accepted
Jobs,keras,keras,1.0,exact,accepted
Jobs,keyword research,keyword research,1.0,exact,accepted
Jobs,keyword usage,keyword usage,1.0,exact,accepted
Jobs,kibana,kibana,1.0,exact,accepted
Jobs,kinematics,kinematics,1.0,exact,accepted
OBE,klasifikasi (data),klasifikasi (data),1.0,exact,accepted
Course,knitr,knitr,1.0,exact,accepted
Jobs,knowledge management,knowledge management,1.0,exact,accepted
Jobs,kotlin,kotlin,1.0,exact,accepted
OBE,kpi (key performance indicator),kpi (key performance indicator),1.0,exact,accepted
Jobs,kpi analysis,kpi analysis,1.0,exact,accepted
Jobs,kpi and performance metrics development,kpi and performance metrics development,1.0,exact,accepted
Jobs,kpi definition,kpi definition,1.0,exact,accepted
Jobs,kpi development,kpi development,1.0,exact,accepted
Jobs,kpi knowledge,kpi knowledge,1.0,exact,accepted
Jobs,kpi monitoring,kpi monitoring,1.0,exact,accepted
Jobs,kpi reporting,kpi reporting,1.0,exact,accepted
Jobs,kpi strategy,kpi strategy,1.0,exact,accepted
Jobs,kpi tracking,kpi tracking,1.0,exact,accepted
Jobs,kpi tracking and reporting basics,kpi tracking and reporting basics,1.0,exact,accepted
Jobs,kpi understanding,kpi understanding,1.0,exact,accepted
OBE,kriptografi,kriptografi,1.0,exact,accepted
Jobs,kubernetes,kubernetes,1.0,exact,accepted
Course,kubernetes,kubernetes,1.0,exact,accepted
Jobs,kubernetes basics,kubernetes,0.8964,semantic,accepted
Jobs,kubernetes fundamentals,kubernetes,0.9114,semantic,accepted
Jobs,kubernetes introduction,kubernetes,0.9262,semantic,accepted
Jobs,kubernetes orchestration,kubernetes orchestration,1.0,exact,accepted
Jobs,kubernetes security,kubernetes security,1.0,exact,accepted
Jobs,lan/wan,lan/wan,1.0,exact,accepted
Jobs,lan/wan design,lan/wan design,1.0,exact,accepted
OBE,laravel,laravel,1.0,exact,accepted
Jobs,laravel,laravel,1.0,exact,accepted
Jobs,layout,layout,1.0,exact,accepted
Jobs,layout design,layout,0.892,semantic,accepted
Jobs,lazy loading,lazy loading,1.0,exact,accepted
Jobs,lead generation,lead generation,1.0,exact,accepted
Jobs,lead generation and crm integration,lead generation and crm tools,0.8913,semantic,accepted
Jobs,lead generation and crm management,lead generation and crm tools,0.9071,semantic,accepted
Jobs,lead generation and crm tools,lead generation and crm tools,1.0,exact,accepted
Jobs,lead generation and multi-channel campaigns,lead generation and multi-channel campaigns,1.0,exact,accepted
Jobs,lead generation and nurturing,lead nurturing,0.8879,semantic,accepted
Jobs,lead generation campaigns,lead generation campaigns,1.0,exact,accepted
Jobs,lead nurturing,lead nurturing,1.0,exact,accepted
Jobs,leadership,leadership,1.0,exact,accepted
Course,leadership,leadership,1.0,exact,accepted
Jobs,leadership and mentoring,mentoring,0.8776,semantic,accepted
Jobs,leadership and team management,collaboration,0.9016,semantic,accepted
Jobs,lean management,lean management,1.0,exact,accepted
Jobs,learning agility,agility,0.886,semantic,accepted
Jobs,legal compliance,compliance,0.8533,semantic,accepted
Jobs,legal expertise,legal expertise,1.0,exact,accepted
Jobs,lidar and infrared sensors basics,lidar and infrared sensors basics,1.0,exact,accepted
Jobs,lidar and ultrasonic sensors basics,lidar and infrared sensors basics,0.7022,semantic,review
Jobs,lidar and vision sensors,lidar and vision sensors,1.0,exact,accepted
Jobs,lightning,lightning,1.0,exact,accepted
Jobs,lime,lime,1.0,exact,accepted
Jobs,linear algebra,linear algebra,1.0,exact,accepted
Course,linear algebra,linear algebra,1.0,exact,accepted
Jobs,link building,link building,1.0,exact,accepted
Jobs,link building and backlink analysis,link building and backlink analysis,1.0,exact,accepted
Jobs,link building and outreach,link building and outreach,1.0,exact,accepted
Jobs,link building basics,link building,0.9319,semantic,accepted
Jobs,link building campaigns,link building campaigns,1.0,exact,accepted
Jobs,link building strategy,link building,0.8874,semantic,accepted
Jobs,linkedin marketing basics,linkedin marketing basics,1.0,exact,accepted
Jobs,linq,linq,1.0,exact,accepted
OBE,linux,linux,1.0,exact,accepted
Jobs,linux,linux,1.0,exact,accepted
Course,linux,linux,1.0,exact,accepted
Jobs,linux (kali linux/parrot os) basics,"linux (kali, parrot) expert",0.9163,semantic,accepted
Jobs,"linux (kali, parrot) expert","linux (kali, parrot) expert",1.0,exact,accepted
Jobs,linux (kali/parrot os) basics,"linux (kali, parrot) expert",0.9189,semantic,accepted
Jobs,linux (kali/parrot) advanced,"linux (kali, parrot) expert",0.9341,semantic,accepted
Jobs,linux administration,linux,0.775,manual,accepted
Jobs,linux administration basics,linux,0.9338,manual,accepted
Jobs,linux administration expert,linux,0.9141,manual,accepted
Jobs,linux administration fundamentals,linux,0.9338,manual,accepted
Jobs,linux and windows security,linux and windows security,1.0,exact,accepted
Jobs,linux and windows security expert,linux and windows security,0.8999,semantic,accepted
Jobs,linux basics,linux,0.7831,manual,accepted
Jobs,linux commands,linux commands,1.0,exact,accepted
Jobs,linux expert,linux,0.7852,manual,accepted
Jobs,linux fundamentals,linux,0.7213,manual,accepted
Jobs,linux os basics,linux/unix,0.738,semantic,review
Jobs,linux security,linux security,1.0,exact,accepted
Jobs,linux servers,linux servers,1.0,exact,accepted
Jobs,linux/unix,linux/unix,1.0,exact,accepted
Jobs,linux/unix basics,linux/unix,0.8847,semantic,accepted
Jobs,linux/windows servers,linux servers,0.8593,semantic,accepted
Jobs,llm tuning,llm tuning,1.0,exact,accepted
Jobs,llms,llms,1.0,exact,accepted
Jobs,load balancers,load balancers,1.0,exact,accepted
Jobs,load balancing,load balancing,1.0,exact,accepted
Jobs,loadrunner,loadrunner,1.0,exact,accepted
Jobs,local & mobile seo,local seo,0.8211,semantic,review
Jobs,local and mobile seo optimization,local seo,0.7591,semantic,review
Jobs,local seo,local seo,1.0,exact,accepted
Jobs,local seo and voice search optimization,local seo and voice search optimization,1.0,exact,accepted
Jobs,local seo basics,local seo,0.9083,semantic,accepted
Jobs,local seo optimization,local seo,0.8723,semantic,accepted
Jobs,local seo strategy,local seo,0.9137,semantic,accepted
Jobs,log aggregation,log aggregation,1.0,exact,accepted
Jobs,log management,log management,1.0,exact,accepted
Jobs,logrhythm,logrhythm,1.0,exact,accepted
Jobs,logstash,logstash,1.0,exact,accepted
Jobs,looker,looker,1.0,exact,accepted
Course,looker,looker,1.0,exact,accepted
Jobs,looker studio,looker studio,1.0,exact,accepted
Jobs,lora basics,lora basics,1.0,exact,accepted
OBE,machine learning,machine learning,1.0,exact,accepted
Jobs,machine learning,machine learning,1.0,exact,accepted
Course,machine learning,machine learning,1.0,exact,accepted
Jobs,machine learning algorithms,machine learning,0.8812,semantic,accepted
Jobs,machine learning analysis,machine learning analysis,1.0,exact,accepted
Jobs,machine learning and ai analytics,machine learning and ai analytics,1.0,exact,accepted
Jobs,machine learning applications,machine learning applications,1.0,exact,accepted
Jobs,machine learning basics,machine learning basics,1.0,exact,accepted
Jobs,machine learning basics for robotics,machine learning basics for robotics,1.0,exact,accepted
Jobs,machine learning for analytics,machine learning for analytics,1.0,exact,accepted
Jobs,machine learning for prompt tuning,machine learning for prompt tuning,1.0,exact,accepted
Jobs,machine learning in robotics,machine learning in robotics,1.0,exact,accepted
Jobs,machine learning integration,machine learning integration,1.0,exact,accepted
Jobs,machine learning predictive analytics,machine learning predictive analytics,1.0,exact,accepted
Jobs,machine learning predictive modeling,predictive modeling,0.8737,semantic,accepted
Jobs,machining,machining,1.0,exact,accepted
Jobs,madcap flare,madcap flare,1.0,exact,accepted
Jobs,mainframe systems,mainframe systems,1.0,exact,accepted
Jobs,malware analysis,malware analysis,1.0,exact,accepted
Jobs,malware analysis and reverse engineering,malware analysis,0.8582,semantic,accepted
Course,management accounting,management accounting,1.0,exact,accepted
Jobs,manual testing,manual testing,1.0,exact,accepted
Jobs,manual testing concepts,manual testing,0.9419,semantic,accepted
Jobs,"manual testing: functional, regression, black-box","manual testing: functional, regression, black-box",1.0,exact,accepted
Jobs,manufacturing processes,manufacturing processes,1.0,exact,accepted
Jobs,mapreduce,mapreduce,1.0,exact,accepted
Jobs,markdown,markdown,1.0,exact,accepted
Jobs,market analysis,market analysis,1.0,exact,accepted
Course,market analysis,market analysis,1.0,exact,accepted
Jobs,market research,market research,1.0,exact,accepted
Course,market research,market research,1.0,exact,accepted
Jobs,market research and competitor analysis,market research and competitor analysis,1.0,exact,accepted
Jobs,market research fundamentals,market research,0.918,semantic,accepted
Jobs,market segmentation,market segmentation,1.0,exact,accepted
Course,marketing,marketing,1.0,exact,accepted
Jobs,marketing analytics,analytics,0.8148,semantic,review
Jobs,"marketing analytics (ga, tableau, mixpanel)","analytics (ga, tableau)",0.8158,semantic,review
Jobs,"marketing analytics (google analytics, tableau, mixpanel)","analytics (ga, tableau)",0.7823,semantic,review
Jobs,"marketing analytics (tableau, mixpanel, ga)","analytics (ga, tableau)",0.8356,semantic,review
Jobs,marketing analytics and reporting,analytics,0.7017,semantic,review
Jobs,marketing automation,email automation,0.9582,semantic,accepted
Jobs,"marketing automation tools (hubspot, marketo, salesforce)","email automation tools (hubspot, marketo)",0.8526,semantic,accepted
Jobs,"marketing automation tools (mailchimp, hubspot)","email automation tools (hubspot, marketo)",0.8525,semantic,accepted
Jobs,marketing strategy,marketing strategy,1.0,exact,accepted
Jobs,marketing strategy and planning,marketing strategy,0.8963,semantic,accepted
Course,markov model,markov model,1.0,exact,accepted
Jobs,marvel,marvel,1.0,exact,accepted
Jobs,material design,material design,1.0,exact,accepted
Course,material handling,material handling,1.0,exact,accepted
Course,mathematical theory & analysis,mathematical theory & analysis,1.0,exact,accepted
Course,mathematics,mathematics,1.0,exact,accepted
Jobs,matlab,matlab,1.0,exact,accepted
Course,matlab,matlab,1.0,exact,accepted
Jobs,matlab basics,matlab,0.8839,semantic,accepted
Jobs,matplotlib,matplotlib,1.0,exact,accepted
Jobs,matplotlib basics,matplotlib,0.9495,semantic,accepted
Jobs,maven,maven,1.0,exact,accepted
Jobs,maya,maya,1.0,exact,accepted
Jobs,maya basics,maya basics,1.0,exact,accepted
Course,media production,media production,1.0,exact,accepted
Course,media strategy & planning,media strategy & planning,1.0,exact,accepted
Jobs,mentoring,mentoring,1.0,exact,accepted
Jobs,mentorship,mentoring,0.9299,semantic,accepted
Course,merchandising,merchandising,1.0,exact,accepted
Course,mergers & acquisitions,mergers & acquisitions,1.0,exact,accepted
Jobs,metaprogramming,metaprogramming,1.0,exact,accepted
Jobs,metasploit,metasploit,1.0,exact,accepted
Jobs,"metasploit, burp suite, nmap, sqlmap","metasploit, burp suite, nmap, sqlmap",1.0,exact,accepted
Jobs,"metasploit, burp suite, nmap, sqlmap, wireshark","metasploit, burp suite, nmap, sqlmap",0.9343,semantic,accepted
Jobs,"metasploit, burp suite, nmap, wireshark","metasploit, burp suite, nmap, sqlmap",0.7857,semantic,review
Jobs,"metasploit, burp suite, nmap, wireshark, sqlmap","metasploit, burp suite, nmap, sqlmap",0.9441,semantic,accepted
Jobs,"metasploit, nmap, burp suite, sqlmap","metasploit, burp suite, nmap, sqlmap",0.9974,semantic,accepted
Jobs,"metasploit, nmap, burp suite, sqlmap, wireshark","metasploit, burp suite, nmap, sqlmap",0.9336,semantic,accepted
Jobs,metrics,metrics,1.0,exact,accepted
Jobs,metrics-driven growth,metrics-driven growth,1.0,exact,accepted
Jobs,metrics-driven growth optimization,metrics-driven growth,0.8896,semantic,accepted
Jobs,metrics-driven product growth,metrics-driven growth,0.8765,semantic,accepted
Jobs,metrics-driven qa,metrics-driven qa,1.0,exact,accepted
Jobs,micro-interactions,micro-interactions,1.0,exact,accepted
Course,microarchitecture,microarchitecture,1.0,exact,accepted
Jobs,microcontrollers,microcontrollers,1.0,exact,accepted
Jobs,microprocessors,microprocessors,1.0,exact,accepted
OBE,microservices,microservices,1.0,exact,accepted
Jobs,microservices,microservices,1.0,exact,accepted
Jobs,microservices architecture,microservices,0.894,semantic,accepted
Jobs,microservices design,microservices,0.9047,semantic,accepted
Jobs,microsoft dynamics,microsoft dynamics,1.0,exact,accepted
OBE,microsoft excel,excel,0.9659,semantic,accepted
Course,microsoft excel,excel,0.9659,semantic,accepted
Jobs,migration tools,migration tools,1.0,exact,accepted
Course,mixed  course  1 - 3 months,mixed  course  1 - 3 months,1.0,exact,accepted
Jobs,ml analytics,ml analytics,1.0,exact,accepted
Jobs,"ml basics: classification, regression, clustering, decision trees","basic ml: classification, clustering",0.7937,semantic,review
Jobs,"ml frameworks: scikit-learn, tensorflow, pytorch, keras","ml libraries: scikit-learn, tensorflow, pytorch",0.9154,semantic,accepted
Jobs,"ml fundamentals: classification, regression, clustering, supervised/unsupervised learning","basic ml: classification, clustering",0.7451,semantic,review
Jobs,"ml fundamentals: regression, classification, clustering, decision trees","basic ml: classification, clustering",0.7336,semantic,review
Jobs,"ml fundamentals: supervised/unsupervised learning, classification, regression, clustering","basic ml: classification, clustering",0.754,semantic,review
Jobs,"ml fundamentals: supervised/unsupervised learning, regression, classification, clustering, decision trees","basic ml: classification, clustering",0.7073,semantic,review
Jobs,ml in robotics,ml in robotics,1.0,exact,accepted
Jobs,"ml libraries (scikit-learn, pandas)","ml libraries (scikit-learn, pandas)",1.0,exact,accepted
Jobs,"ml libraries: scikit-learn, tensorflow, pytorch","ml libraries: scikit-learn, tensorflow, pytorch",1.0,exact,accepted
Jobs,"ml libraries: scikit-learn, tensorflow, pytorch, keras","ml libraries: scikit-learn, tensorflow, pytorch",0.9759,semantic,accepted
Jobs,"ml/dl: deep learning, reinforcement learning, nlp, computer vision, transfer learning","ml/dl: deep learning, reinforcement learning, nlp, computer vision, transfer learning",1.0,exact,accepted
Jobs,"ml/dl: supervised/unsupervised learning, deep learning, reinforcement learning, nlp, computer vision, transfer learning","ml/dl: deep learning, reinforcement learning, nlp, computer vision, transfer learning",0.9626,semantic,accepted
Jobs,mllib,mllib,1.0,exact,accepted
Jobs,mllib basics,mllib,0.8752,semantic,accepted
Jobs,mlops,mlops,1.0,exact,accepted
Jobs,"mlops: ci/cd pipelines, model monitoring, cloud deployment (aws/gcp/azure)","mlops: ci/cd, monitoring, cloud deployment (aws/gcp/azure)",0.9244,semantic,accepted
Jobs,"mlops: ci/cd pipelines, monitoring, cloud deployment (aws/gcp/azure)","mlops: ci/cd, monitoring, cloud deployment (aws/gcp/azure)",0.9604,semantic,accepted
Jobs,"mlops: ci/cd, model monitoring, cloud deployment (aws/gcp/azure)","mlops: ci/cd, monitoring, cloud deployment (aws/gcp/azure)",0.9546,semantic,accepted
Jobs,"mlops: ci/cd, monitoring, cloud deployment (aws/gcp/azure)","mlops: ci/cd, monitoring, cloud deployment (aws/gcp/azure)",1.0,exact,accepted
Jobs,mobile app development,mobile development,0.8778,semantic,accepted
Jobs,mobile development,mobile development,1.0,exact,accepted
Course,mobile development,mobile development,1.0,exact,accepted
Jobs,mobile game awareness,mobile game awareness,1.0,exact,accepted
Jobs,mobile security,mobile security,1.0,exact,accepted
Jobs,mobile seo,local seo,0.9368,semantic,accepted
Jobs,mobile seo basics,local seo,0.9368,semantic,accepted
Jobs,mobile seo optimization,local seo,0.9294,semantic,accepted
Jobs,mobile/console development basics,mobile/console development basics,1.0,exact,accepted
Jobs,mobile/console platform awareness,mobile/console platform awareness,1.0,exact,accepted
Jobs,mockito,mockito,1.0,exact,accepted
Jobs,model deployment,model deployment,1.0,exact,accepted
Jobs,model development,model development,1.0,exact,accepted
Jobs,model monitoring,model monitoring,1.0,exact,accepted
Jobs,modeling,modeling,1.0,exact,accepted
Jobs,mongodb,mongodb,1.0,exact,accepted
Jobs,mongodb basics,mongodb,0.9058,semantic,accepted
Jobs,monitoring,monitoring,1.0,exact,accepted
Jobs,monitoring & logging,monitoring tools,0.7484,semantic,review
Jobs,"monitoring & logging (prometheus, grafana, elk)","monitoring: cloudwatch, prometheus",0.7031,semantic,review
Jobs,"monitoring & logging (prometheus, grafana, elk, nagios, splunk)","monitoring: cloudwatch, prometheus",0.9796,semantic,accepted
Jobs,"monitoring & logging expert (prometheus, grafana, elk, nagios, splunk)","monitoring: cloudwatch, prometheus",0.9507,semantic,accepted
Jobs,monitoring & logging tools,monitoring tools,0.8679,semantic,accepted
Jobs,"monitoring & logging: cloudwatch, prometheus, elk","monitoring: cloudwatch, prometheus",0.8884,semantic,accepted
Jobs,"monitoring (prometheus, grafana, elk stack, nagios, splunk)","monitoring: cloudwatch, prometheus",0.7249,semantic,review
Jobs,"monitoring (prometheus, grafana, elk, nagios, splunk)","monitoring: cloudwatch, prometheus",0.9741,semantic,accepted
Jobs,"monitoring and logging (prometheus, grafana, elk stack, nagios, splunk)","monitoring: cloudwatch, prometheus",0.9796,semantic,accepted
Jobs,"monitoring and logging tools (prometheus, grafana, elk stack)","monitoring: cloudwatch, prometheus",0.7015,semantic,review
Jobs,"monitoring basics (nagios, grafana)","basic monitoring (nagios, grafana)",0.9657,semantic,accepted
Jobs,monitoring basics (prometheus/grafana/nagios),"basic monitoring (nagios, grafana)",0.8595,semantic,accepted
Jobs,monitoring fundamentals,monitoring,0.8558,semantic,accepted
Jobs,monitoring tools,monitoring tools,1.0,exact,accepted
Jobs,"monitoring tools intro (prometheus, grafana)","basic monitoring (nagios, grafana)",0.8954,semantic,accepted
Jobs,"monitoring/logging: cloudwatch, prometheus, elk","monitoring: cloudwatch, prometheus",0.8837,semantic,accepted
Jobs,"monitoring: cloudwatch, azure monitor","monitoring: cloudwatch, prometheus",0.7489,semantic,review
Jobs,"monitoring: cloudwatch, prometheus","monitoring: cloudwatch, prometheus",1.0,exact,accepted
Jobs,"monitoring: cloudwatch, prometheus, azure monitor","monitoring: cloudwatch, prometheus",0.9074,semantic,accepted
Jobs,"monitoring: cloudwatch, prometheus, elk","monitoring: cloudwatch, prometheus",0.9292,semantic,accepted
Jobs,moq,moq,1.0,exact,accepted
Jobs,motion graphics,motion graphics,1.0,exact,accepted
Jobs,motion tracking basics,motion tracking basics,1.0,exact,accepted
Jobs,motor control,motor control,1.0,exact,accepted
Jobs,motor control basics,motor control basics,1.0,exact,accepted
Jobs,mpls,mpls,1.0,exact,accepted
Jobs,mqtt,mqtt,1.0,exact,accepted
Jobs,mqtt basics,mqtt,0.8795,semantic,accepted
Jobs,"mqtt, coap, lorawan, nb-iot","mqtt, coap, lorawan, nb-iot",1.0,exact,accepted
Jobs,mulesoft,mulesoft,1.0,exact,accepted
Jobs,mulesoft anypoint platform,mulesoft anypoint platform,1.0,exact,accepted
Jobs,multi-channel campaign coordination,multi-channel campaigns,0.8288,semantic,review
Jobs,multi-channel campaign integration,multi-channel campaigns,0.8735,semantic,accepted
Jobs,multi-channel campaign management,multi-channel campaigns,0.8864,semantic,accepted
Jobs,multi-channel campaign planning,multi-channel campaigns,0.8127,semantic,review
Jobs,multi-channel campaigns,multi-channel campaigns,1.0,exact,accepted
Jobs,multi-channel marketing campaigns,multi-channel campaigns,0.9166,semantic,accepted
Jobs,multi-channel marketing strategy,multi-channel marketing strategy,1.0,exact,accepted
Jobs,multi-cloud architecture,cloud architecture,0.8536,semantic,accepted
Jobs,multi-cloud strategy,cloud strategy,0.8913,semantic,accepted
Jobs,multi-format content creation,multi-format content creation,1.0,exact,accepted
Jobs,"multi-format content creation (blogs, social media, video scripts)","multi-format content creation (blogs, social media, video scripts)",1.0,exact,accepted
Jobs,"multi-format content creation (blogs, whitepapers, social media, scripts)","multi-format content creation (blogs, social media, video scripts)",0.9521,semantic,accepted
Jobs,multi-format copywriting,multi-format copywriting,1.0,exact,accepted
Jobs,multimedia design,multimedia design,1.0,exact,accepted
Jobs,multimodal search optimization,multimodal search optimization,1.0,exact,accepted
Jobs,multiplayer networking,multiplayer networking,1.0,exact,accepted
Jobs,multitasking,multitasking,1.0,exact,accepted
Jobs,multithreading basics,multithreading basics,1.0,exact,accepted
Jobs,mvc,mvc,1.0,exact,accepted
Jobs,mvp,mvp,1.0,exact,accepted
Jobs,mvvm,mvvm,1.0,exact,accepted
OBE,mysql,mysql,1.0,exact,accepted
Jobs,mysql,mysql,1.0,exact,accepted
Jobs,mysql basics,mysql basics,1.0,exact,accepted
Jobs,mysql/postgresql,postgresql,0.861,semantic,accepted
Jobs,nagios,nagios,1.0,exact,accepted
Jobs,nagios basics,nagios basics,1.0,exact,accepted
Jobs,natural language processing,natural language processing,1.0,exact,accepted
Course,natural language processing,natural language processing,1.0,exact,accepted
Jobs,negotiation,negotiation,1.0,exact,accepted
Course,negotiation,negotiation,1.0,exact,accepted
Jobs,nessus,nessus,1.0,exact,accepted
Jobs,net development,net development,1.0,exact,accepted
Jobs,network and application security,network and application security,1.0,exact,accepted
Jobs,network and application security expert,expert network security,0.7909,semantic,review
Jobs,network and web security,web security,0.8479,semantic,review
Jobs,network and web security expert,expert network security,0.7411,semantic,review
Jobs,network defense,network defense,1.0,exact,accepted
Jobs,network design,network design,1.0,exact,accepted
Jobs,network monitoring,network monitoring,1.0,exact,accepted
Jobs,network operations,network operations,1.0,exact,accepted
Jobs,network optimization,network optimization,1.0,exact,accepted
Jobs,network penetration testing,network penetration testing,1.0,exact,accepted
Jobs,network protocols,network protocols,1.0,exact,accepted
Jobs,network reliability,network reliability,1.0,exact,accepted
Jobs,network security,network security,1.0,exact,accepted
Course,network security,network security,1.0,exact,accepted
Jobs,network security and optimization,network security and optimization,1.0,exact,accepted
Jobs,network security basics,network security,0.8779,semantic,accepted
Jobs,network security expert,expert network security,0.866,semantic,accepted
Jobs,network troubleshooting,network troubleshooting,1.0,exact,accepted
Jobs,networking,networking,1.0,exact,accepted
Course,networking,networking,1.0,exact,accepted
Jobs,networking & storage,networking & storage,1.0,exact,accepted
